2026-01-12 17:39:20 | INFO     | log_config      | 全局日志配置初始化完成
2026-01-12 17:39:56 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.4秒
2026-01-12 17:39:56 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.4秒
2026-01-12 17:39:56 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.3秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.2秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.2秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.1秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.1秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余1.0秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.9秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.9秒
2026-01-12 17:39:57 | DEBUG    | audio_recorder  | 音频采集进度：82%（第51/62个数据块），剩余0.8秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.8秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.7秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.7秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.6秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.5秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.5秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.4秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.4秒
2026-01-12 17:39:57 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.3秒
2026-01-12 17:39:58 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.2秒
2026-01-12 17:39:58 | DEBUG    | audio_recorder  | 音频采集进度：98%（第61/62个数据块），剩余0.2秒
2026-01-12 17:39:58 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.2秒
2026-01-12 17:39:58 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 1 条）：正在录制：剩余0.1秒
2026-01-12 17:39:58 | INFO     | audio_recorder  | 录制正常完成，开始保存音频文件至：./voice_dataset\pyd\train_1_1768210792.wav
2026-01-12 17:39:58 | SUCCESS  | audio_recorder  | 音频文件保存成功：./voice_dataset\pyd\train_1_1768210792.wav（文件大小：126976 字节）
2026-01-12 17:39:58 | DEBUG    | audio_recorder  | 开始释放PyAudio音频资源（停止流+关闭流+终止实例）
2026-01-12 17:39:58 | DEBUG    | train_data_window | 用户「pyd」刷新训练音频列表，当前已录制 1 个训练文件
2026-01-12 17:39:58 | DEBUG    | train_data_window | 用户「pyd」当前训练采集进度：第 2 条 / 共 3 条
2026-01-12 17:39:58 | INFO     | train_data_window | 用户「pyd」将训练文本从第 1 条切换为第 2 条
2026-01-12 17:39:58 | WARNING  | train_data_window | 用户「pyd」训练音频录制被取消（第 2 条），未生成有效文件
2026-01-12 17:39:58 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：录制完成：已保存文件
2026-01-12 17:39:58 | DEBUG    | audio_recorder  | 音频流已停止并关闭
2026-01-12 17:39:58 | DEBUG    | audio_recorder  | PyAudio实例已终止
2026-01-12 17:39:58 | DEBUG    | audio_recorder  | 音频录制线程资源释放完成，录制状态重置为False
2026-01-12 17:39:59 | INFO     | train_data_window | 用户「pyd」开始录制训练音频（第 2 条），保存路径：./voice_dataset\pyd\train_2_1768210799.wav，录制时长：5 秒
2026-01-12 17:39:59 | INFO     | audio_recorder  | 音频录制线程初始化完成
  保存路径：./voice_dataset\pyd\train_2_1768210799.wav
  录制时长：5 秒
  采样率：16000 Hz
  声道数：1
  采样格式：8（paInt16对应16位深度）
2026-01-12 17:39:59 | INFO     | audio_recorder  | 开始初始化PyAudio实例并创建音频输入流
2026-01-12 17:39:59 | DEBUG    | audio_recorder  | PyAudio实例初始化成功，音频流已打开（数据块大小：1024）
2026-01-12 17:39:59 | INFO     | audio_recorder  | 开始音频采集，总数据块数：78，预计录制5秒
2026-01-12 17:39:59 | DEBUG    | audio_recorder  | 音频采集进度：1%（第1/78个数据块），剩余5.0秒
2026-01-12 17:39:59 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余5.0秒
2026-01-12 17:39:59 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.9秒
2026-01-12 17:39:59 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.9秒
2026-01-12 17:39:59 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.8秒
2026-01-12 17:39:59 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.7秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.7秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.6秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.6秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.5秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.4秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.4秒
2026-01-12 17:40:00 | DEBUG    | audio_recorder  | 音频采集进度：14%（第11/78个数据块），剩余4.4秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.3秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.2秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.2秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.1秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.0秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余4.0秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.9秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.8秒
2026-01-12 17:40:00 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.8秒
2026-01-12 17:40:01 | DEBUG    | audio_recorder  | 音频采集进度：26%（第21/78个数据块），剩余3.7秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.7秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.7秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.6秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.5秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.5秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.4秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.3秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.3秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.2秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.1秒
2026-01-12 17:40:01 | DEBUG    | audio_recorder  | 音频采集进度：39%（第31/78个数据块），剩余3.1秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.1秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.0秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余3.0秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.9秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.8秒
2026-01-12 17:40:01 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.8秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.7秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.6秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.6秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.5秒
2026-01-12 17:40:02 | DEBUG    | audio_recorder  | 音频采集进度：52%（第41/78个数据块），剩余2.4秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.4秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.4秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.3秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.2秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.2秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.1秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.1秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余2.0秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.9秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.9秒
2026-01-12 17:40:02 | DEBUG    | audio_recorder  | 音频采集进度：65%（第51/78个数据块），剩余1.8秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.8秒
2026-01-12 17:40:02 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.7秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.7秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.6秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.5秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.5秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.4秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.4秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.3秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.2秒
2026-01-12 17:40:03 | DEBUG    | audio_recorder  | 音频采集进度：78%（第61/78个数据块），剩余1.2秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.2秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.1秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.0秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余1.0秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.9秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.8秒
2026-01-12 17:40:03 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.8秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.7秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.6秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.6秒
2026-01-12 17:40:04 | DEBUG    | audio_recorder  | 音频采集进度：91%（第71/78个数据块），剩余0.5秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.5秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.5秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.4秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.3秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.3秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.2秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.1秒
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 2 条）：正在录制：剩余0.1秒
2026-01-12 17:40:04 | INFO     | audio_recorder  | 录制正常完成，开始保存音频文件至：./voice_dataset\pyd\train_2_1768210799.wav
2026-01-12 17:40:04 | SUCCESS  | audio_recorder  | 音频文件保存成功：./voice_dataset\pyd\train_2_1768210799.wav（文件大小：159744 字节）
2026-01-12 17:40:04 | DEBUG    | audio_recorder  | 开始释放PyAudio音频资源（停止流+关闭流+终止实例）
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」刷新训练音频列表，当前已录制 2 个训练文件
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」当前训练采集进度：第 3 条 / 共 3 条
2026-01-12 17:40:04 | INFO     | train_data_window | 用户「pyd」将训练文本从第 2 条切换为第 3 条
2026-01-12 17:40:04 | WARNING  | train_data_window | 用户「pyd」训练音频录制被取消（第 3 条），未生成有效文件
2026-01-12 17:40:04 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：录制完成：已保存文件
2026-01-12 17:40:04 | DEBUG    | audio_recorder  | 音频流已停止并关闭
2026-01-12 17:40:04 | DEBUG    | audio_recorder  | PyAudio实例已终止
2026-01-12 17:40:04 | DEBUG    | audio_recorder  | 音频录制线程资源释放完成，录制状态重置为False
2026-01-12 17:40:05 | INFO     | train_data_window | 用户「pyd」开始录制训练音频（第 3 条），保存路径：./voice_dataset\pyd\train_3_1768210805.wav，录制时长：4 秒
2026-01-12 17:40:05 | INFO     | audio_recorder  | 音频录制线程初始化完成
  保存路径：./voice_dataset\pyd\train_3_1768210805.wav
  录制时长：4 秒
  采样率：16000 Hz
  声道数：1
  采样格式：8（paInt16对应16位深度）
2026-01-12 17:40:05 | INFO     | audio_recorder  | 开始初始化PyAudio实例并创建音频输入流
2026-01-12 17:40:05 | DEBUG    | audio_recorder  | PyAudio实例初始化成功，音频流已打开（数据块大小：1024）
2026-01-12 17:40:05 | INFO     | audio_recorder  | 开始音频采集，总数据块数：62，预计录制4秒
2026-01-12 17:40:06 | DEBUG    | audio_recorder  | 音频采集进度：1%（第1/62个数据块），剩余4.0秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余4.0秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.9秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.9秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.8秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.7秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.7秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.6秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.6秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.5秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.4秒
2026-01-12 17:40:06 | DEBUG    | audio_recorder  | 音频采集进度：17%（第11/62个数据块），剩余3.4秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.4秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.3秒
2026-01-12 17:40:06 | DEBUG    | train_data_window | 用户「pyd」训练音频录制状态（第 3 条）：正在录制：剩余3.2秒
